Created,9/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,"Hispanic/Latino 
Age 3 to 5 
","American Indian or
Alaska Native 
Age 3 to 5 
","Asian 
Age 3 to 5 
","Black or 
African American
Age 3 to 5 
","Native Hawaiian 
or Other Pacific Islander
Age 3 to 5 
","White
Age 3 to 5 
","Two or more races
Age 3 to 5 
","Age 3-5
 R/E
total ",Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 6 to 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 14 to 21,Age 6 to 21,Age 3 to 21,"Hispanic/Latino
Age 6 to 21
","

American Indian 
or Alaska Native 
Age 6 to 21 
","Asian 
Age 6 to 21 
","Black or 
African American
Age 6 to 21 
","Native Hawaiian 
or Other Pacific Islander
Age 6 to 21
","White
Age 6 to 21
","Two or more races
Age 6 to 21 
","Age 6 to 21
 R/E
total "
2011,Utah                                                   ,Hearing impairments                ,39,32,35,106,19,         x,         x,         x,0,82,         x,106,38,44,45,50,55,54,286,51,44,32,37,28,21,499,213,19,8,         x,         x,32,150,531,637,122,8,18,8,         x,366,         x,531
2011,Utah                                                   ,Speech or language impairments     ,904,"1,365","1,716","3,985",410,70,14,29,23,"3,407",32,"3,985","2,147","2,199","2,324","2,197","1,626","1,155","11,648",623,340,233,124,107,60,"13,135","1,487",21,5,         x,         x,32,556,"13,167","17,152","1,748",210,179,149,142,"10,548",191,"13,167"
2011,Utah                                                   ,Visual impairments                 ,11,15,15,41,6,         x,         x,0,0,32,         x,41,         x,15,14,17,21,         x,87,         x,         x,         x,21,17,13,182,95,         x,         x,         x,         x,12,74,194,235,29,0,5,         x,         x,151,         x,194
2011,Utah                                                   ,Emotional disturbance              ,         x,         x,         x,16,         x,0,0,0,0,13,         x,16,33,75,127,154,194,188,771,199,223,199,209,203,174,"1,978","1,207",66,27,17,5,115,900,"2,093","2,109",246,30,17,94,16,"1,650",40,"2,093"
2011,Utah                                                   ,Orthopedic impairments             ,12,10,13,35,         x,0,         x,0,         x,27,0,35,         x,         x,         x,         x,         x,16,66,         x,         x,         x,         x,12,8,144,78,9,         x,         x,5,17,66,161,196,         x,         x,         x,5,         x,128,         x,161
2011,Utah                                                   ,Other health impairments           ,24,51,50,125,12,         x,         x,         x,         x,106,         x,125,129,175,340,402,425,493,"1,964",504,523,467,459,426,427,"4,770","2,806",166,48,27,24,265,"2,044","5,035","5,160",443,41,37,140,40,"4,250",84,"5,035"
2011,Utah                                                   ,Specific learning disabilities     ,31,35,36,102,30,0,0,         x,         x,70,0,102,278,997,"1,921","2,678","3,159","3,358","12,391","3,377","3,225","2,827","2,668","2,494","2,293","29,275","16,884",872,138,69,53,"1,132","11,414","30,407","30,509","6,729",744,204,591,346,"21,440",353,"30,407"
2011,Utah                                                   ,Deaf-blindness                     ,0,5,0,5,         x,0,0,0,0,         x,0,5,         x,         x,         x,         x,         x,         x,9,         x,         x,0,         x,0,5,21,12,         x,         x,         x,0,7,16,28,33,         x,0,         x,         x,0,25,0,28
2011,Utah                                                   ,Multiple disabilities              ,41,49,45,135,35,         x,0,         x,         x,93,         x,135,86,85,99,108,93,128,599,97,99,123,96,102,102,"1,218",619,99,98,68,69,334,757,"1,552","1,687",223,28,16,38,17,"1,218",12,"1,552"
2011,Utah                                                   ,Autism                             ,63,71,146,280,15,         x,5,         x,         x,249,0,280,239,286,364,368,344,354,"1,955",333,314,277,265,239,255,"3,638","1,683",160,97,71,47,375,"1,411","4,013","4,293",323,32,56,47,27,"3,477",51,"4,013"
2011,Utah                                                   ,Traumatic brain injury             ,         x,         x,         x,8,         x,0,0,0,0,         x,0,8,7,12,10,17,15,20,81,14,22,23,25,32,38,235,154,17,         x,12,         x,42,160,277,285,51,         x,         x,8,         x,200,5,277
2011,Utah                                                   ,Developmental delay                ,"1,202","1,511","1,261","3,974",750,72,33,55,47,"2,966",51,"3,974","1,056",659,         -,         -,         -,         -,"1,715",         -,         -,         -,         -,         -,         -,"1,715",         -,         -,         -,         -,         -,         -,         -,"1,715","5,689",339,40,14,19,19,"1,263",21,"1,715"
2011,Utah                                                   ,All disabilities                   ,"2,346","3,164","3,346","8,856","1,291",152,58,95,78,"7,093",89,"8,856","4,087","4,677","5,438","6,226","6,172","6,008","32,608","5,463","5,081","4,446","4,192","3,931","3,656","59,377","26,769","1,629",605,424,342,"3,000","19,225","62,377","71,233","10,863","1,212",593,"1,200",670,"47,045",794,"62,377"
2011,Vermont                                                ,Intellectual disabilities             ,         x,         x,0,         x,0,0,0,0,0,         x,0,         x,9,15,33,33,55,63,208,46,67,68,87,71,72,619,411,77,39,28,14,158,456,777,         x,         x,         x,6,25,         x,739,0,         x
2011,Vermont                                                ,Hearing impairments                ,         x,         x,         x,5,0,0,0,0,0,5,0,5,6,         x,10,11,11,         x,45,10,6,5,6,10,10,92,47,         x,         x,         x,0,6,37,98,103,         x,0,0,         x,0,93,0,98
2011,Vermont                                                ,Speech or language impairments     ,10,11,19,40,0,0,         x,0,0,         x,0,40,75,119,131,146,157,150,778,113,104,73,96,72,82,"1,318",540,35,8,5,0,48,371,"1,366","1,406",         x,0,13,34,0,"1,306",         x,"1,366"
2011,Vermont                                                ,Visual impairments                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,         x,         x,         x,         x,         x,         x,5,         x,         x,         x,25,         x,0,0,0,0,0,         x,25,25,         x,0,0,         x,0,23,0,25
2011,Vermont                                                ,Emotional disturbance              ,0,0,         x,         x,0,0,0,0,0,         x,0,         x,16,56,81,123,132,147,555,153,213,195,200,217,193,"1,726","1,171",110,25,12,7,154,959,"1,880",         x,9,10,         x,45,         x,"1,806",7,         x
2011,Vermont                                                ,Orthopedic impairments             ,         x,0,         x,         x,0,0,0,0,0,         x,0,         x,         x,         x,5,0,8,         x,21,         x,         x,         x,         x,5,         x,38,17,         x,         x,         x,         x,8,21,46,         x,         x,0,         x,         x,0,43,0,         x
2011,Vermont                                                ,Other health impairments           ,         x,         x,16,25,0,0,0,         x,0,         x,0,25,36,91,129,177,182,191,806,183,196,206,188,151,143,"1,873","1,067",68,15,8,6,97,785,"1,970","1,995",19,         x,8,55,         x,"1,878",6,"1,970"
2011,Vermont                                                ,Specific learning disabilities     ,0,0,         x,         x,0,0,0,0,0,         x,0,         x,17,92,232,360,387,445,"1,533",432,411,396,414,319,305,"3,810","2,277",138,13,         x,         x,159,"1,593","3,969",         x,30,         x,12,62,         x,"3,852",5,         x
2011,Vermont                                                ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,0,0,0,         x,         x,0,0,         x,0,         x,         x,6,         x,0,0,0,0,0,         x,6,6,0,0,         x,         x,0,         x,0,6
2011,Vermont                                                ,Multiple disabilities              ,         x,         x,         x,         x,0,0,0,0,0,         x,0,         x,         x,         x,12,         x,12,10,61,12,13,20,10,12,6,134,73,9,14,11,6,40,88,174,         x,         x,0,         x,         x,0,161,0,         x
2011,Vermont                                                ,Autism                             ,         x,32,         x,71,         x,0,         x,         x,0,68,0,71,41,46,73,69,90,70,389,72,71,58,53,53,44,740,351,56,31,19,6,112,320,852,923,12,         x,13,18,         x,803,         x,852
2011,Vermont                                                ,Traumatic brain injury             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,         x,         x,13,         x,         x,         x,         x,         x,         x,33,20,7,         x,         x,0,15,25,48,48,0,0,0,         x,0,         x,0,48
2011,Vermont                                                ,Developmental delay                ,468,571,558,"1,597",         x,         x,8,30,         x,"1,540",5,"1,597",519,272,79,         -,         -,         -,870,         -,         -,         -,         -,         -,         -,870,         -,         -,         -,         -,         -,         -,         -,870,"2,467",8,         x,6,23,0,827,         x,870
2011,Vermont                                                ,All disabilities                   ,510,619,623,"1,752",13,         x,10,33,         x,"1,689",5,"1,752",725,707,789,939,"1,039","1,092","5,291","1,027","1,091","1,031","1,063",918,863,"11,284","5,993",506,153,95,43,797,"4,672","12,081","13,833",103,23,65,273,9,"11,581",27,"12,081"
2011,Virgin Islands                                         ,Intellectual disabilities             ,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,6,         x,         x,8,35,7,19,12,16,23,27,139,104,17,18,         x,         x,39,117,178,178,         x,         x,0,143,0,         x,         x,178
2011,Virgin Islands                                         ,Hearing impairments                ,0,0,         x,         x,         x,0,0,         x,0,0,0,         x,0,0,         x,0,         x,0,         x,         x,0,         x,0,         x,         x,         x,8,         x,0,0,0,         x,         x,13,         x,         x,0,0,12,0,0,0,         x
2011,Virgin Islands                                         ,Speech or language impairments     ,         x,27,         x,70,         x,0,0,53,0,         x,0,70,12,25,16,17,12,8,90,         x,         x,         x,         x,0,0,102,12,0,0,0,0,0,         x,102,172,10,0,0,         x,         x,         x,0,102
2011,Virgin Islands                                         ,Visual impairments                 ,0,         x,0,         x,         x,0,0,0,0,0,0,         x,0,         x,         x,0,0,         x,         x,         x,         x,         x,         x,0,0,         x,         x,         x,0,0,0,         x,         x,10,         x,         x,0,0,8,0,         x,0,         x
2011,Virgin Islands                                         ,Emotional disturbance              ,0,0,0,0,         x,0,0,0,0,0,0,         x,0,0,         x,         x,0,         x,         x,         x,         x,         x,         x,         x,10,         x,36,         x,         x,0,0,         x,         x,         x,         x,         x,0,0,         x,0,0,0,         x
2011,Virgin Islands                                         ,Orthopedic impairments             ,0,0,0,0,         x,0,0,0,0,0,0,         x,0,0,0,0,0,0,0,0,0,0,0,         x,0,         x,         x,0,0,0,0,0,         x,         x,         x,0,0,0,         x,0,0,0,         x
2011,Virgin Islands                                         ,Other health impairments           ,0,0,         x,         x,0,0,0,         x,0,0,0,         x,         x,         x,         x,11,9,7,         x,         x,         x,8,16,20,7,118,         x,         x,         x,         x,0,6,57,124,         x,31,0,0,         x,         x,9,         x,         x
2011,Virgin Islands                                         ,Specific learning disabilities     ,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,13,43,45,44,154,56,69,77,56,63,76,551,397,57,20,         x,         x,80,352,631,631,         x,         x,         x,458,         x,         x,6,631
2011,Virgin Islands                                         ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Virgin Islands                                         ,Multiple disabilities              ,         x,0,0,         x,         x,0,0,0,0,0,0,         x,         x,0,         x,         x,0,         x,9,5,5,         x,         x,         x,5,31,22,         x,         x,         x,         x,7,19,38,         x,         x,0,         x,30,         x,         x,0,         x
